REGION,TECHNOLOGY,YEAR,VALUE
RE1,DEMINDBGSBOI_LOW,2022,0.0
RE1,DEMINDBGSBOI_LOW,2023,0.0
RE1,DEMINDBGSBOI_LOW,2024,0.0
RE1,DEMINDBGSBOI_LOW,2025,0.0
RE1,DEMINDBGSBOI_LOW,2026,0.0
RE1,DEMINDBGSBOI_LOW,2027,0.0
RE1,DEMINDBGSBOI_LOW,2028,0.0
RE1,DEMINDBGSBOI_LOW,2029,0.0
RE1,DEMINDBGSBOI_LOW,2030,0.0
RE1,DEMINDBGSBOI_LOW,2031,0.0
RE1,DEMINDBGSBOI_LOW,2032,0.0
RE1,DEMINDBGSBOI_LOW,2033,0.0
RE1,DEMINDBGSBOI_LOW,2034,0.0
RE1,DEMINDBGSBOI_LOW,2035,0.0
RE1,DEMINDBGSBOI_LOW,2036,0.0
RE1,DEMINDBGSBOI_LOW,2037,0.0
RE1,DEMINDBGSBOI_LOW,2038,0.0
RE1,DEMINDBGSBOI_LOW,2039,0.0
RE1,DEMINDBGSBOI_LOW,2040,0.0
RE1,DEMINDBGSBOI_LOW,2041,0.0
RE1,DEMINDBGSBOI_LOW,2042,0.0
RE1,DEMINDBGSBOI_LOW,2043,0.0
RE1,DEMINDBGSBOI_LOW,2044,0.0
RE1,DEMINDBGSBOI_LOW,2045,0.0
RE1,DEMINDBGSBOI_LOW,2046,0.0
RE1,DEMINDBGSBOI_LOW,2047,0.0
RE1,DEMINDBGSBOI_LOW,2048,0.0
RE1,DEMINDBGSBOI_LOW,2049,0.0
RE1,DEMINDBGSBOI_LOW,2050,0.0
RE1,DEMINDBGSBOI_LOW,2051,0.0
RE1,DEMINDBGSBOI_LOW,2052,0.0
RE1,DEMINDBGSBOI_LOW,2053,0.0
RE1,DEMINDBGSBOI_LOW,2054,0.0
RE1,DEMINDBGSBOI_MID,2022,0.0
RE1,DEMINDBGSBOI_MID,2023,0.0
RE1,DEMINDBGSBOI_MID,2024,0.0
RE1,DEMINDBGSBOI_MID,2025,0.0
RE1,DEMINDBGSBOI_MID,2026,0.0
RE1,DEMINDBGSBOI_MID,2027,0.0
RE1,DEMINDBGSBOI_MID,2028,0.0
RE1,DEMINDBGSBOI_MID,2029,0.0
RE1,DEMINDBGSBOI_MID,2030,0.0
RE1,DEMINDBGSBOI_MID,2031,0.0
RE1,DEMINDBGSBOI_MID,2032,0.0
RE1,DEMINDBGSBOI_MID,2033,0.0
RE1,DEMINDBGSBOI_MID,2034,0.0
RE1,DEMINDBGSBOI_MID,2035,0.0
RE1,DEMINDBGSBOI_MID,2036,0.0
RE1,DEMINDBGSBOI_MID,2037,0.0
RE1,DEMINDBGSBOI_MID,2038,0.0
RE1,DEMINDBGSBOI_MID,2039,0.0
RE1,DEMINDBGSBOI_MID,2040,0.0
RE1,DEMINDBGSBOI_MID,2041,0.0
RE1,DEMINDBGSBOI_MID,2042,0.0
RE1,DEMINDBGSBOI_MID,2043,0.0
RE1,DEMINDBGSBOI_MID,2044,0.0
RE1,DEMINDBGSBOI_MID,2045,0.0
RE1,DEMINDBGSBOI_MID,2046,0.0
RE1,DEMINDBGSBOI_MID,2047,0.0
RE1,DEMINDBGSBOI_MID,2048,0.0
RE1,DEMINDBGSBOI_MID,2049,0.0
RE1,DEMINDBGSBOI_MID,2050,0.0
RE1,DEMINDBGSBOI_MID,2051,0.0
RE1,DEMINDBGSBOI_MID,2052,0.0
RE1,DEMINDBGSBOI_MID,2053,0.0
RE1,DEMINDBGSBOI_MID,2054,0.0
RE1,DEMINDBGSFUR_HIG,2022,0.0
RE1,DEMINDBGSFUR_HIG,2023,0.0
RE1,DEMINDBGSFUR_HIG,2024,0.0
RE1,DEMINDBGSFUR_HIG,2025,0.0
RE1,DEMINDBGSFUR_HIG,2026,0.0
RE1,DEMINDBGSFUR_HIG,2027,0.0
RE1,DEMINDBGSFUR_HIG,2028,0.0
RE1,DEMINDBGSFUR_HIG,2029,0.0
RE1,DEMINDBGSFUR_HIG,2030,0.0
RE1,DEMINDBGSFUR_HIG,2031,0.0
RE1,DEMINDBGSFUR_HIG,2032,0.0
RE1,DEMINDBGSFUR_HIG,2033,0.0
RE1,DEMINDBGSFUR_HIG,2034,0.0
RE1,DEMINDBGSFUR_HIG,2035,0.0
RE1,DEMINDBGSFUR_HIG,2036,0.0
RE1,DEMINDBGSFUR_HIG,2037,0.0
RE1,DEMINDBGSFUR_HIG,2038,0.0
RE1,DEMINDBGSFUR_HIG,2039,0.0
RE1,DEMINDBGSFUR_HIG,2040,0.0
RE1,DEMINDBGSFUR_HIG,2041,0.0
RE1,DEMINDBGSFUR_HIG,2042,0.0
RE1,DEMINDBGSFUR_HIG,2043,0.0
RE1,DEMINDBGSFUR_HIG,2044,0.0
RE1,DEMINDBGSFUR_HIG,2045,0.0
RE1,DEMINDBGSFUR_HIG,2046,0.0
RE1,DEMINDBGSFUR_HIG,2047,0.0
RE1,DEMINDBGSFUR_HIG,2048,0.0
RE1,DEMINDBGSFUR_HIG,2049,0.0
RE1,DEMINDBGSFUR_HIG,2050,0.0
RE1,DEMINDBGSFUR_HIG,2051,0.0
RE1,DEMINDBGSFUR_HIG,2052,0.0
RE1,DEMINDBGSFUR_HIG,2053,0.0
RE1,DEMINDBGSFUR_HIG,2054,0.0
RE1,DEMINDBGSFUR_LOW,2022,0.0
RE1,DEMINDBGSFUR_LOW,2023,0.0
RE1,DEMINDBGSFUR_LOW,2024,0.0
RE1,DEMINDBGSFUR_LOW,2025,0.0
RE1,DEMINDBGSFUR_LOW,2026,0.0
RE1,DEMINDBGSFUR_LOW,2027,0.0
RE1,DEMINDBGSFUR_LOW,2028,0.0
RE1,DEMINDBGSFUR_LOW,2029,0.0
RE1,DEMINDBGSFUR_LOW,2030,0.0
RE1,DEMINDBGSFUR_LOW,2031,0.0
RE1,DEMINDBGSFUR_LOW,2032,0.0
RE1,DEMINDBGSFUR_LOW,2033,0.0
RE1,DEMINDBGSFUR_LOW,2034,0.0
RE1,DEMINDBGSFUR_LOW,2035,0.0
RE1,DEMINDBGSFUR_LOW,2036,0.0
RE1,DEMINDBGSFUR_LOW,2037,0.0
RE1,DEMINDBGSFUR_LOW,2038,0.0
RE1,DEMINDBGSFUR_LOW,2039,0.0
RE1,DEMINDBGSFUR_LOW,2040,0.0
RE1,DEMINDBGSFUR_LOW,2041,0.0
RE1,DEMINDBGSFUR_LOW,2042,0.0
RE1,DEMINDBGSFUR_LOW,2043,0.0
RE1,DEMINDBGSFUR_LOW,2044,0.0
RE1,DEMINDBGSFUR_LOW,2045,0.0
RE1,DEMINDBGSFUR_LOW,2046,0.0
RE1,DEMINDBGSFUR_LOW,2047,0.0
RE1,DEMINDBGSFUR_LOW,2048,0.0
RE1,DEMINDBGSFUR_LOW,2049,0.0
RE1,DEMINDBGSFUR_LOW,2050,0.0
RE1,DEMINDBGSFUR_LOW,2051,0.0
RE1,DEMINDBGSFUR_LOW,2052,0.0
RE1,DEMINDBGSFUR_LOW,2053,0.0
RE1,DEMINDBGSFUR_LOW,2054,0.0
RE1,DEMINDBGSFUR_MID,2022,0.0
RE1,DEMINDBGSFUR_MID,2023,0.0
RE1,DEMINDBGSFUR_MID,2024,0.0
RE1,DEMINDBGSFUR_MID,2025,0.0
RE1,DEMINDBGSFUR_MID,2026,0.0
RE1,DEMINDBGSFUR_MID,2027,0.0
RE1,DEMINDBGSFUR_MID,2028,0.0
RE1,DEMINDBGSFUR_MID,2029,0.0
RE1,DEMINDBGSFUR_MID,2030,0.0
RE1,DEMINDBGSFUR_MID,2031,0.0
RE1,DEMINDBGSFUR_MID,2032,0.0
RE1,DEMINDBGSFUR_MID,2033,0.0
RE1,DEMINDBGSFUR_MID,2034,0.0
RE1,DEMINDBGSFUR_MID,2035,0.0
RE1,DEMINDBGSFUR_MID,2036,0.0
RE1,DEMINDBGSFUR_MID,2037,0.0
RE1,DEMINDBGSFUR_MID,2038,0.0
RE1,DEMINDBGSFUR_MID,2039,0.0
RE1,DEMINDBGSFUR_MID,2040,0.0
RE1,DEMINDBGSFUR_MID,2041,0.0
RE1,DEMINDBGSFUR_MID,2042,0.0
RE1,DEMINDBGSFUR_MID,2043,0.0
RE1,DEMINDBGSFUR_MID,2044,0.0
RE1,DEMINDBGSFUR_MID,2045,0.0
RE1,DEMINDBGSFUR_MID,2046,0.0
RE1,DEMINDBGSFUR_MID,2047,0.0
RE1,DEMINDBGSFUR_MID,2048,0.0
RE1,DEMINDBGSFUR_MID,2049,0.0
RE1,DEMINDBGSFUR_MID,2050,0.0
RE1,DEMINDBGSFUR_MID,2051,0.0
RE1,DEMINDBGSFUR_MID,2052,0.0
RE1,DEMINDBGSFUR_MID,2053,0.0
RE1,DEMINDBGSFUR_MID,2054,0.0
RE1,DEMINDCOABOI_HIG,2022,0.0
RE1,DEMINDCOABOI_HIG,2023,0.0
RE1,DEMINDCOABOI_HIG,2024,0.0
RE1,DEMINDCOABOI_HIG,2025,0.0
RE1,DEMINDCOABOI_HIG,2026,0.0
RE1,DEMINDCOABOI_HIG,2027,0.0
RE1,DEMINDCOABOI_HIG,2028,0.0
RE1,DEMINDCOABOI_HIG,2029,0.0
RE1,DEMINDCOABOI_HIG,2030,0.0
RE1,DEMINDCOABOI_HIG,2031,0.0
RE1,DEMINDCOABOI_HIG,2032,0.0
RE1,DEMINDCOABOI_HIG,2033,0.0
RE1,DEMINDCOABOI_HIG,2034,0.0
RE1,DEMINDCOABOI_HIG,2035,0.0
RE1,DEMINDCOABOI_HIG,2036,0.0
RE1,DEMINDCOABOI_HIG,2037,0.0
RE1,DEMINDCOABOI_HIG,2038,0.0
RE1,DEMINDCOABOI_HIG,2039,0.0
RE1,DEMINDCOABOI_HIG,2040,0.0
RE1,DEMINDCOABOI_HIG,2041,0.0
RE1,DEMINDCOABOI_HIG,2042,0.0
RE1,DEMINDCOABOI_HIG,2043,0.0
RE1,DEMINDCOABOI_HIG,2044,0.0
RE1,DEMINDCOABOI_HIG,2045,0.0
RE1,DEMINDCOABOI_HIG,2046,0.0
RE1,DEMINDCOABOI_HIG,2047,0.0
RE1,DEMINDCOABOI_HIG,2048,0.0
RE1,DEMINDCOABOI_HIG,2049,0.0
RE1,DEMINDCOABOI_HIG,2050,0.0
RE1,DEMINDCOABOI_HIG,2051,0.0
RE1,DEMINDCOABOI_HIG,2052,0.0
RE1,DEMINDCOABOI_HIG,2053,0.0
RE1,DEMINDCOABOI_HIG,2054,0.0
RE1,DEMINDCOABOI_LOW,2022,29.67334664778809
RE1,DEMINDCOABOI_LOW,2023,29.08516796894964
RE1,DEMINDCOABOI_LOW,2024,27.94759098620258
RE1,DEMINDCOABOI_LOW,2025,27.94759098620258
RE1,DEMINDCOABOI_LOW,2026,27.94759098620258
RE1,DEMINDCOABOI_LOW,2027,27.94759098620258
RE1,DEMINDCOABOI_LOW,2028,27.94759098620258
RE1,DEMINDCOABOI_LOW,2029,27.94759098620258
RE1,DEMINDCOABOI_LOW,2030,27.94759098620258
RE1,DEMINDCOABOI_LOW,2031,27.94759098620258
RE1,DEMINDCOABOI_LOW,2032,27.94759098620258
RE1,DEMINDCOABOI_LOW,2033,27.94759098620258
RE1,DEMINDCOABOI_LOW,2034,27.94759098620258
RE1,DEMINDCOABOI_LOW,2035,27.94759098620258
RE1,DEMINDCOABOI_LOW,2036,27.94759098620258
RE1,DEMINDCOABOI_LOW,2037,27.94759098620258
RE1,DEMINDCOABOI_LOW,2038,27.94759098620258
RE1,DEMINDCOABOI_LOW,2039,27.94759098620258
RE1,DEMINDCOABOI_LOW,2040,27.94759098620258
RE1,DEMINDCOABOI_LOW,2041,27.94759098620258
RE1,DEMINDCOABOI_LOW,2042,27.94759098620258
RE1,DEMINDCOABOI_LOW,2043,27.94759098620258
RE1,DEMINDCOABOI_LOW,2044,27.94759098620258
RE1,DEMINDCOABOI_LOW,2045,27.94759098620258
RE1,DEMINDCOABOI_LOW,2046,27.94759098620258
RE1,DEMINDCOABOI_LOW,2047,27.94759098620258
RE1,DEMINDCOABOI_LOW,2048,27.94759098620258
RE1,DEMINDCOABOI_LOW,2049,27.94759098620258
RE1,DEMINDCOABOI_LOW,2050,27.94759098620258
RE1,DEMINDCOABOI_LOW,2051,27.94759098620258
RE1,DEMINDCOABOI_LOW,2052,27.94759098620258
RE1,DEMINDCOABOI_LOW,2053,27.94759098620258
RE1,DEMINDCOABOI_LOW,2054,27.94759098620258
RE1,DEMINDCOABOI_MID,2022,0.204477511575461
RE1,DEMINDCOABOI_MID,2023,0.2746543137455045
RE1,DEMINDCOABOI_MID,2024,0.6324753513140943
RE1,DEMINDCOABOI_MID,2025,0.6324753513140943
RE1,DEMINDCOABOI_MID,2026,0.6324753513140943
RE1,DEMINDCOABOI_MID,2027,0.6324753513140943
RE1,DEMINDCOABOI_MID,2028,0.6324753513140943
